age,type,origin,rarity
1641,2,6,0.958457
936,4,2,0.958457
2549,1,3,0.958457
510,0,5,0.958457
1005,1,0,0.958457
277,3,4,0.958457
1176,1,3,0.958457
339,3,4,0.958466
2639,4,3,0.958466
2639,0,3,0.958466
1352,1,6,0.958466
2515,4,0,0.958466
2011,3,3,0.958477
2199,1,1,0.958477
2223,2,2,0.958477
2199,0,3,0.958477
2690,1,3,0.958477
2190,3,2,0.958477
22,2,0,0.958506
10,1,4,0.958549
1882,3,2,0.958564
1856,2,0,0.958564
1874,3,2,0.958564
1006,0,6,0.95858
423,3,3,0.95858
423,2,4,0.95858
1639,2,5,0.95858
1556,4,4,0.95858
1178,4,2,0.95858
1178,4,0,0.95858
1798,2,5,0.95858
1125,0,0,0.95858
1014,0,1,0.95858
2511,1,3,0.958599
2951,4,4,0.958599
2088,1,5,0.958599
2405,0,3,0.958599
775,4,5,0.958599
1689,3,1,0.958599
1357,4,6,0.958599
351,2,4,0.958599
809,2,1,0.958599
2704,4,1,0.958621
2183,3,2,0.958621
2217,4,1,0.958621
23,3,3,0.958678
1841,3,2,0.958678
1133,2,2,0.958702
1634,3,5,0.958702
1675,2,6,0.958702
2548,1,3,0.958702
422,2,4,0.958702
2582,0,4,0.958702
664,1,6,0.958702
1738,0,4,0.958702
2560,4,1,0.958702
1642,1,3,0.958702
711,3,4,0.958702
2596,3,0,0.958702
991,1,0,0.958702
2350,2,5,0.95873
2514,3,1,0.95873
815,0,5,0.95873
802,1,1,0.95873
604,1,4,0.95873
352,1,5,0.95873
1699,1,3,0.95873
1687,0,3,0.95873
1485,2,4,0.95873
1777,2,0,0.95873
1359,1,6,0.95873
2692,4,3,0.958763
2033,1,5,0.958763
2701,4,1,0.958763
2694,1,3,0.958763
2219,2,2,0.958763
2700,4,2,0.958763
2218,1,1,0.958763
2701,0,5,0.958763
2184,3,2,0.958763
2996,4,5,0.958824
301,1,3,0.958824
1120,3,0,0.958824
454,0,0,0.958824
1560,4,6,0.958824
455,0,0,0.958824
1012,3,2,0.958824
430,2,4,0.958824
656,3,4,0.958824
1643,1,3,0.958824
473,2,2,0.958824
1615,4,2,0.958824
1615,4,6,0.958824
1725,2,4,0.958824
596,1,1,0.958861
2457,1,3,0.958861
2352,0,4,0.958861
344,2,4,0.958861
349,2,2,0.958861
2345,0,4,0.958861
2352,1,0,0.958861
1355,4,0,0.958861
597,0,3,0.958861
801,0,3,0.958861
2360,2,5,0.958861
2352,0,6,0.958861
2269,0,1,0.958904
170,0,2,0.958904
169,3,0,0.958904
2181,2,2,0.958904
2188,1,5,0.958904
170,3,0,0.958904
170,3,6,0.958904
1671,2,4,0.958944
1121,3,0,0.958944
424,0,6,0.958944
1131,2,2,0.958944
1671,3,0,0.958944
1234,1,1,0.958944
1671,2,6,0.958944
1648,2,6,0.958944
32,0,2,0.958955
2989,0,0,0.958974
322,4,6,0.958991
776,4,5,0.958991
780,1,1,0.958991
2121,1,1,0.958991
2087,2,0,0.958991
2083,2,0,0.958991
380,3,3,0.958991
780,0,3,0.958991
135,3,3,0.958991
607,4,1,0.958991
2456,1,3,0.958991
1362,0,6,0.958991
595,0,3,0.958991
2510,4,1,0.958991
782,1,1,0.958991
2271,1,6,0.959044
2035,0,2,0.959044
2271,0,1,0.959044
2187,3,2,0.959044
1458,2,5,0.959044
1461,4,6,0.959044
2037,1,1,0.959044
2189,3,4,0.959044
1327,3,6,0.959064
2557,1,3,0.959064
1143,0,0,0.959064
1646,1,3,0.959064
2557,4,1,0.959064
278,1,1,0.959064
1247,1,1,0.959064
2724,1,1,0.959108
610,1,6,0.959119
1200,2,1,0.959119
2140,1,1,0.959119
609,0,3,0.959119
2078,0,2,0.959119
2346,1,0,0.959119
731,3,4,0.959119
858,1,3,0.959119
2141,2,0,0.959119
1200,2,0,0.959119
2344,2,6,0.959119
2872,1,1,0.959119
2512,3,5,0.959119
2409,2,3,0.959119
2349,2,5,0.959119
2419,2,3,0.959119
2573,1,3,0.959184
2689,2,0,0.959184
2695,2,0,0.959184
1802,2,0,0.959184
833,4,0,0.959184
1670,3,0,0.959184
174,3,3,0.959184
2284,4,2,0.959184
1433,2,5,0.959184
1894,3,2,0.959184
1722,0,4,0.959184
1973,1,1,0.959184
1455,0,1,0.959184
2689,3,2,0.959184
1132,2,2,0.959184
1974,1,1,0.959184
1446,4,6,0.959184
458,4,4,0.959184
2032,0,6,0.959184
1966,2,5,0.959184
2689,4,2,0.959184
2695,4,3,0.959184
1445,4,6,0.959184
2176,2,1,0.959184
2573,0,4,0.959184
1551,4,4,0.959184
2689,1,3,0.959184
1802,3,5,0.959184
1828,2,0,0.959239
2340,2,6,0.959248
2125,1,1,0.959248
796,0,3,0.959248
957,4,2,0.959248
1205,2,4,0.959248
353,1,5,0.959248
917,4,1,0.959248
1779,0,1,0.959248
2125,2,4,0.959248
1356,4,6,0.959248
1496,2,4,0.959248
781,4,5,0.959248
2059,2,5,0.959248
456,4,0,0.959302
2586,4,1,0.959302
1804,3,5,0.959302
1804,3,4,0.959302
1611,4,4,0.959302
2995,0,3,0.959302
1127,4,0,0.959302
1804,1,1,0.959302
1127,0,0,0.959302
1720,0,4,0.959302
1326,3,6,0.959302
2221,2,2,0.959322
2016,1,5,0.959322
1982,4,0,0.959322
2688,2,0,0.959322
2908,4,4,0.959322
1982,1,1,0.959322
2672,3,2,0.959322
2914,4,5,0.959322
2673,4,1,0.959322
1978,3,4,0.959322
2673,2,2,0.959322
1770,2,0,0.959375
2080,0,2,0.959375
2934,1,1,0.959375
2064,1,6,0.959375
1700,1,3,0.959375
2341,2,6,0.959375
1071,3,3,0.959375
2870,0,4,0.959375
581,0,3,0.959375
2117,2,4,0.959375
2341,1,0,0.959375
2870,0,6,0.959375
2060,2,5,0.959375
2742,0,5,0.95941
1141,1,5,0.95942
635,1,5,0.95942
435,2,4,0.95942
435,3,3,0.95942
1142,0,4,0.95942
1612,4,4,0.95942
468,2,1,0.95942
1803,2,0,0.95942
2029,0,4,0.959459
177,0,2,0.959459
2029,4,0,0.959459
2027,1,5,0.959459
2979,0,0,0.959459
2029,1,1,0.959459
1960,1,0,0.959459
168,0,2,0.959459
184,3,2,0.959459
1467,2,5,0.959459
2474,2,4,0.959459
2029,2,4,0.959459
2979,4,4,0.959459
1960,4,1,0.959459
2687,4,3,0.959459
2474,4,6,0.959459
915,4,1,0.959502
2136,2,1,0.959502
2422,0,1,0.959502
566,4,6,0.959502
221,4,2,0.959502
2940,2,4,0.959502
233,4,2,0.959502
958,4,1,0.959502
2869,1,1,0.959502
2627,1,3,0.959502
2130,2,1,0.959502
354,1,5,0.959502
2422,2,3,0.959502
2130,3,3,0.959502
2882,0,6,0.959502
269,1,1,0.959502
559,0,3,0.959502
385,0,4,0.959502
2423,0,1,0.959502
1669,3,0,0.959538
448,0,6,0.959538
632,2,5,0.959538
1659,2,5,0.959538
1610,3,5,0.959538
462,0,4,0.959538
1649,3,5,0.959538
451,4,4,0.959538
2759,3,0,0.959559
2754,3,2,0.959559
2746,4,0,0.959559
2732,4,0,0.959559
1593,4,2,0.959569
2804,3,0,0.959596
2482,3,6,0.959596
2028,0,4,0.959596
176,2,2,0.959596
2024,0,6,0.959596
183,2,2,0.959596
181,0,3,0.959596
2272,2,5,0.959596
834,1,3,0.959596
2681,1,3,0.959596
2987,3,6,0.959596
1426,2,5,0.959596
2831,0,1,0.959596
2671,4,1,0.959596
1346,2,4,0.959627
2868,0,6,0.959627
2416,2,3,0.959627
488,4,0,0.959627
1765,3,4,0.959627
2127,1,1,0.959627
756,1,5,0.959627
585,0,3,0.959627
1219,2,1,0.959627
965,1,0,0.959627
2138,2,1,0.959627
2871,1,1,0.959627
963,4,1,0.959627
861,1,3,0.959627
457,4,0,0.959654
1289,3,2,0.959654
1167,4,0,0.959654
1289,4,0,0.959654
2731,4,0,0.959707
2783,0,1,0.959707
2736,2,2,0.959707
2030,1,5,0.959732
2489,2,4,0.959732
1985,2,1,0.959732
2809,1,2,0.959732
2840,0,6,0.959732
2495,1,4,0.959732
2041,4,0,0.959732
2839,0,6,0.959732
761,1,5,0.959752
98,1,0,0.959752
968,1,1,0.959752
1348,2,4,0.959752
722,4,5,0.959752
1042,0,2,0.959752
905,1,3,0.959752
270,1,1,0.959752
1188,4,0,0.959752
97,1,0,0.959752
918,3,3,0.959752
357,2,2,0.959752
953,3,6,0.959752
2936,1,1,0.959752
1800,3,5,0.95977
2994,4,5,0.95977
1888,4,1,0.95977
11,1,4,0.959799
2978,3,0,0.959821
24,0,2,0.959839
2784,1,1,0.959854
2494,4,6,0.959866
2841,0,6,0.959866
187,0,3,0.959866
180,0,2,0.959866
197,0,2,0.959866
2026,0,6,0.959866
2174,3,4,0.959866
828,3,4,0.959866
2800,2,2,0.959866
40,0,2,0.959866
178,2,2,0.959866
1190,2,1,0.959877
1345,1,0,0.959877
1040,1,0,0.959877
576,0,3,0.959877
1060,3,3,0.959877
1026,3,3,0.959877
913,1,1,0.959877
744,3,4,0.959877
1036,2,4,0.959877
389,3,4,0.959877
2620,1,6,0.959877
889,4,3,0.959877
87,2,0,0.959877
389,3,0,0.959877
966,1,1,0.959877
1250,1,1,0.959885
1654,3,5,0.959885
1658,3,0,0.959885
1323,1,3,0.959885
1162,4,0,0.959885
1604,4,0,0.959885
1323,4,0,0.959885
1657,2,6,0.959885
1285,3,2,0.959885
1604,3,5,0.959885
285,1,1,0.959885
1286,4,0,0.959885
1325,4,6,0.959885
74,3,3,0.959885
2414,2,3,0.96
191,2,1,0.96
2325,3,3,0.96
2242,2,5,0.96
452,4,4,0.96
154,4,2,0.96
94,4,0,0.96
1908,1,0,0.96
2018,4,0,0.96
1218,0,0,0.96
94,1,0,0.96
34,1,2,0.96
94,3,3,0.96
557,2,5,0.96
557,3,5,0.96
1158,0,0,0.96
2735,4,0,0.96
903,1,3,0.96
1650,2,5,0.96
830,2,1,0.96
737,3,5,0.96
452,0,0,0.96
529,4,2,0.96
2776,0,0,0.96
2325,4,2,0.96
2986,2,4,0.96
388,3,3,0.96
2018,1,5,0.96
1278,1,1,0.96
2857,3,4,0.96
2170,3,4,0.96
2685,4,4,0.96
1319,3,2,0.96
2776,0,1,0.96
2242,1,3,0.96
2802,2,2,0.96
388,0,6,0.96
1298,3,5,0.96
2776,4,0,0.96
1268,4,0,0.960114
1806,1,0,0.960114
1571,0,0,0.960114
1270,4,0,0.960114
631,2,5,0.960114
1287,4,0,0.960114
1284,3,2,0.960114
960,3,3,0.960123
1905,2,0,0.960123
86,3,3,0.960123
733,3,5,0.960123
534,1,3,0.960123
888,2,2,0.960123
1344,3,6,0.960123
314,1,6,0.960123
1907,3,2,0.960123
360,3,3,0.960123
1756,4,3,0.960123
886,2,2,0.960123
648,4,6,0.960123
1227,2,1,0.960123
1344,1,0,0.960123
1182,1,0,0.960123
2100,0,5,0.960123
888,4,5,0.960123
2023,0,6,0.960133
2661,3,2,0.960133
2047,0,2,0.960133
2047,4,2,0.960133
2683,4,1,0.960133
1379,3,4,0.960133
151,3,0,0.960133
1372,4,0,0.960133
2322,4,2,0.960133
1372,1,3,0.960133
2491,2,4,0.960133
2492,4,6,0.960133
2645,0,3,0.960133
2682,4,2,0.960133
2661,1,3,0.960133
145,0,1,0.960133
1925,2,5,0.960133
1925,3,2,0.960133
2322,0,6,0.960133
2739,1,1,0.960145
2778,0,1,0.960145
2779,1,1,0.960145
1297,3,5,0.960227
1321,2,0,0.960227
1306,1,1,0.960227
1321,4,6,0.960227
1020,3,3,0.960245
1710,0,3,0.960245
228,4,2,0.960245
532,1,1,0.960245
862,0,5,0.960245
523,4,6,0.960245
414,4,4,0.960245
313,1,1,0.960245
540,3,5,0.960245
1710,1,0,0.960245
831,4,0,0.960265
1371,1,3,0.960265
1369,3,4,0.960265
1930,2,5,0.960265
2819,3,4,0.960265
118,0,2,0.960265
159,3,6,0.960265
2812,1,2,0.960265
193,3,0,0.960265
2164,3,3,0.960265
2241,4,1,0.960289
2712,2,2,0.960289
2762,1,2,0.960289
2773,3,0,0.960289
2771,0,0,0.960289
1307,3,5,0.96034
1322,2,0,0.96034
1807,1,0,0.96034
1807,0,4,0.96034
1307,1,1,0.96034
630,1,5,0.96034
630,2,5,0.96034
950,4,2,0.960366
397,1,6,0.960366
2105,3,1,0.960366
1077,4,2,0.960366
391,3,3,0.960366
1757,0,4,0.960366
2166,0,2,0.960396
158,3,0,0.960396
195,3,0,0.960396
2955,2,4,0.960396
200,0,2,0.960396
1990,2,1,0.960396
196,0,2,0.960396
196,3,0,0.960396
1418,2,5,0.960396
2168,2,0,0.960396
2817,2,2,0.960396
2161,3,3,0.960396
2920,1,5,0.960396
2020,0,2,0.960396
2323,3,3,0.960396
1926,1,1,0.960396
2715,1,3,0.960432
1280,2,0,0.960452
1280,3,2,0.960452
26,2,0,0.960474
26,1,4,0.960474
1506,4,4,0.960486
522,4,6,0.960486
2537,3,1,0.960486
1098,0,2,0.960486
646,4,6,0.960486
1906,2,0,0.960486
614,2,1,0.960486
1786,4,3,0.960486
1758,4,3,0.960486
495,3,3,0.960486
863,1,1,0.960486
1682,3,0,0.960486
1761,2,0,0.960486
746,2,1,0.960486
2292,0,1,0.960526
2165,2,0,0.960526
199,0,2,0.960526
117,4,0,0.960526
2501,1,4,0.960526
2320,0,4,0.960526
2468,2,4,0.960526
18,0,4,0.960526
2660,0,3,0.960526
2468,1,3,0.960526
199,2,1,0.960526
2918,0,3,0.960526
2822,2,2,0.960526
2924,0,3,0.960526
1275,2,4,0.960563
61,2,0,0.960563
1276,3,2,0.960563
1281,2,0,0.960563
1275,2,0,0.960563
69,1,2,0.960563
2985,2,4,0.960591
652,2,5,0.960606
1713,3,1,0.960606
2385,2,6,0.960606
1080,3,3,0.960606
1097,3,0,0.960606
1713,0,3,0.960606
394,3,0,0.960606
1226,1,1,0.960606
1623,4,4,0.960606
1622,4,6,0.960606
1032,2,4,0.960606
864,1,1,0.960606
417,3,3,0.960606
1024,3,3,0.960606
1624,4,6,0.960606
93,3,3,0.960606
1748,4,3,0.960606
715,1,5,0.960606
2821,2,2,0.960656
2858,0,6,0.960656
206,3,2,0.960656
157,4,2,0.960656
1383,3,6,0.960656
192,2,1,0.960656
2659,2,2,0.960656
2294,4,6,0.960656
1931,0,5,0.960656
2898,4,5,0.960656
1948,2,1,0.960656
66,1,2,0.960674
1574,0,0,0.960674
1282,2,4,0.960674
1309,3,5,0.960674
1814,2,0,0.960674
2719,4,0,0.960714
2719,1,1,0.960714
2714,1,3,0.960714
2266,4,0,0.960714
2714,2,2,0.960714
536,1,1,0.960725
272,4,3,0.960725
940,4,1,0.960725
1099,0,2,0.960725
478,3,5,0.960725
2607,4,3,0.960725
645,1,0,0.960725
684,2,0,0.960725
1787,3,4,0.960725
649,1,0,0.960725
412,4,0,0.960725
676,1,6,0.960725
1519,0,1,0.960725
948,4,1,0.960725
535,1,1,0.960725
1403,0,1,0.960784
1387,3,4,0.960784
122,0,1,0.960784
2302,0,4,0.960784
2502,4,6,0.960784
1987,3,4,0.960784
2849,0,4,0.960784
1583,0,3,0.960784
2313,0,4,0.960784
1404,0,6,0.960784
1923,2,0,0.960784
1311,4,6,0.960784
2818,2,2,0.960784
2153,2,0,0.960784
392,3,3,0.960843
2384,2,3,0.960843
893,1,1,0.960843
714,0,4,0.960843
2381,0,4,0.960843
476,0,0,0.960843
683,1,2,0.960843
273,4,3,0.960843
409,2,2,0.960843
944,3,6,0.960843
942,4,3,0.960843
1715,3,1,0.960843
1545,3,4,0.960843
1520,1,1,0.960843
1336,2,1,0.960843
747,2,1,0.960843
981,1,0,0.960843
2538,3,1,0.960843
2249,4,2,0.960854
2261,0,0,0.960854
35,3,3,0.960854
60,1,2,0.960894
1575,0,0,0.960894
1577,0,3,0.960894
1578,0,3,0.960894
127,3,3,0.960912
142,0,1,0.960912
1368,0,6,0.960912
264,4,3,0.960912
1368,2,2,0.960912
1924,0,5,0.960912
1947,3,4,0.960912
140,0,1,0.960912
2954,0,3,0.960912
2653,1,3,0.960912
2154,3,3,0.960912
2303,0,6,0.960912
126,0,1,0.960912
1388,2,2,0.960912
2967,0,3,0.960938
2967,0,4,0.960938
1092,2,6,0.960961
704,1,2,0.960961
1508,2,6,0.960961
1508,4,6,0.960961
515,3,2,0.960961
1734,1,3,0.960961
1733,1,3,0.960961
2602,4,1,0.960961
983,1,0,0.960961
869,0,5,0.960961
521,4,6,0.960961
1056,4,2,0.960961
1732,1,3,0.960961
1731,0,4,0.960961
1625,4,6,0.960961
678,1,5,0.960961
1793,0,4,0.960961
2603,3,0,0.960961
1535,0,3,0.960961
1340,2,6,0.960961
2253,0,0,0.960993
1845,2,1,0.961003
65,1,2,0.961003
208,3,6,0.961039
2319,0,6,0.961039
2861,0,0,0.961039
265,1,1,0.961039
1390,1,0,0.961039
847,4,0,0.961039
1390,2,2,0.961039
163,3,6,0.961039
265,1,5,0.961039
2052,1,6,0.961039
2319,0,4,0.961039
2976,3,0,0.961039
2296,4,2,0.961039
2383,1,0,0.961078
1100,2,2,0.961078
1100,3,1,0.961078
550,4,2,0.961078
669,2,5,0.961078
418,3,3,0.961078
984,1,0,0.961078
420,0,4,0.961078
699,1,5,0.961078
923,1,1,0.961078
427,2,2,0.961078
930,1,1,0.961078
946,4,3,0.961078
1730,2,4,0.961078
418,4,4,0.961078
1085,2,6,0.961078
947,4,2,0.961078
1108,2,6,0.961078
1095,2,2,0.961078
305,1,6,0.961078
2530,1,6,0.961078
1576,0,3,0.961111
1820,0,2,0.961111
68,1,2,0.961111
1389,2,6,0.961165
2358,0,5,0.961165
2149,3,4,0.961165
2145,3,3,0.961165
2640,2,2,0.961165
2643,0,4,0.961165
843,4,0,0.961165
2504,4,6,0.961165
1952,3,2,0.961165
1932,2,5,0.961165
331,1,0,0.961165
2897,4,5,0.961165
1364,0,6,0.961165
618,2,1,0.961194
1104,3,1,0.961194
1636,1,3,0.961194
1088,3,1,0.961194
517,1,3,0.961194
1090,0,1,0.961194
671,1,5,0.961194
1088,0,1,0.961194
1339,1,3,0.961194
426,2,4,0.961194
881,2,2,0.961194
1555,2,6,0.961194
83,1,2,0.961194
1546,2,6,0.961194
1637,1,5,0.961194
1636,2,1,0.961194
1865,2,0,0.961219
1834,2,1,0.961219
1834,0,2,0.961219
29,1,2,0.96124
28,0,2,0.96124
2709,3,2,0.961268
2335,0,6,0.96129
2334,1,0,0.96129
2150,0,3,0.96129
1938,2,5,0.96129
1363,3,6,0.96129
1392,0,6,0.96129
840,4,0,0.96129
210,3,0,0.96129
2148,3,3,0.96129
2334,0,6,0.96129
2635,4,3,0.96129
2318,1,3,0.96129
1635,1,5,0.96131
548,4,2,0.96131
1729,2,4,0.96131
1055,4,2,0.96131
1743,0,4,0.96131
1135,0,2,0.96131
1557,1,1,0.96131
1544,3,4,0.96131
689,1,0,0.96131
1557,0,0,0.96131
408,2,2,0.96131
1094,3,5,0.96131
1840,3,2,0.961326
13,4,5,0.961353
1450,4,6,0.961403
1944,2,1,0.961415
2442,2,4,0.961415
2638,2,2,0.961415
1945,2,1,0.961415
2636,4,4,0.961415
2637,2,2,0.961415
258,2,1,0.961415
2636,4,2,0.961415
338,2,2,0.961415
839,4,0,0.961415
1950,4,2,0.961415
2630,0,3,0.961415
2143,3,4,0.961415
2637,4,1,0.961415
2631,4,3,0.961415
2637,4,2,0.961415
2630,2,2,0.961415
700,1,5,0.961424
1054,2,4,0.961424
1093,2,2,0.961424
990,0,1,0.961424
638,1,4,0.961424
937,3,6,0.961424
2549,3,1,0.961424
1797,2,5,0.961424
1638,1,3,0.961424
1627,4,4,0.961424
990,0,6,0.961424
1337,3,6,0.961424
620,1,5,0.961424
700,1,2,0.961424
1337,4,4,0.961424
1717,0,3,0.961424
692,1,0,0.961424
987,1,0,0.961424
1627,2,1,0.961424
1830,2,0,0.961433
1312,1,1,0.961433
1312,4,6,0.961433
1836,2,0,0.961433
2983,1,5,0.961538
2307,4,2,0.961538
1125,4,1,0.961538
2966,0,4,0.961538
1866,2,0,0.961538
423,2,2,0.961538
1940,3,3,0.961538
933,1,1,0.961538
2705,2,0,0.961538
1941,2,5,0.961538
501,3,6,0.961538
2332,4,6,0.961538
1832,1,0,0.961538
1880,4,1,0.961538
1178,1,0,0.961538
1639,1,5,0.961538
2228,0,0,0.961538
1548,1,4,0.961538
1548,3,4,0.961538
1832,2,0,0.961538
1125,4,0,0.961538
2509,4,0,0.961538
708,0,4,0.961538
2144,3,3,0.961538
260,4,2,0.961538
1674,2,6,0.961538
2508,4,1,0.961538
1122,0,2,0.961538
2207,4,1,0.961538
2508,4,0,0.961538
2705,2,5,0.961538
2539,3,1,0.961538
423,0,4,0.961538
1006,1,6,0.961538
1694,3,1,0.961538
935,4,3,0.961652
1133,1,5,0.961652
1133,4,0,0.961652
80,0,2,0.961652
1009,0,1,0.961652
935,3,4,0.961652
997,0,0,0.961652
1558,0,0,0.961652
2551,4,1,0.961652
1133,3,0,0.961652
250,3,4,0.961661
2056,0,5,0.961661
1399,0,6,0.961661
1937,3,2,0.961661
244,1,1,0.961661
113,1,2,0.961661
1688,3,0,0.961661
1352,4,0,0.961661
817,1,1,0.961661
2893,1,0,0.961661
1352,3,6,0.961661
2639,2,2,0.961661
2142,0,3,0.961661
2200,0,5,0.961672
2235,1,3,0.961672
2210,4,1,0.961672
2235,1,5,0.961672
2708,1,1,0.961672
1120,2,6,0.961765
2541,1,3,0.961765
1633,2,1,0.961765
2541,3,1,0.961765
1012,1,6,0.961765
455,2,2,0.961765
1560,4,4,0.961765
428,2,2,0.961765
432,1,4,0.961765
1615,2,5,0.961765
656,2,5,0.961765
302,1,6,0.961765
640,1,4,0.961765
1012,0,1,0.961765
1210,0,0,0.961783
350,1,6,0.961783
2309,0,6,0.961783
1212,0,0,0.961783
324,0,4,0.961783
778,1,5,0.961783
2120,3,3,0.961783
243,1,1,0.961783
2947,3,5,0.961783
2120,2,1,0.961783
2895,4,5,0.961783
2947,0,3,0.961783
2088,0,5,0.961783
1689,3,0,0.961783
249,2,1,0.961783
773,1,1,0.961783
775,2,4,0.961783
2354,4,2,0.961783
2947,4,4,0.961783
773,1,5,0.961783
2331,2,6,0.961783
1451,4,6,0.961806
2205,2,5,0.961806
1448,2,3,0.961806
2691,4,4,0.961806
2702,1,1,0.961806
2702,2,2,0.961806
2215,1,1,0.961806
30,1,2,0.961832
1827,3,5,0.961853
1175,1,3,0.961877
440,4,4,0.961877
1131,0,0,0.961877
1121,0,2,0.961877
1254,2,1,0.961877
1138,0,4,0.961877
442,4,0,0.961877
442,4,4,0.961877
424,0,4,0.961877
1550,3,2,0.961877
295,1,0,0.961877
1119,2,6,0.961877
662,1,6,0.961877
440,4,3,0.961877
1234,1,5,0.961877
1632,2,1,0.961877
2580,3,0,0.961877
2462,2,4,0.961905
606,1,5,0.961905
2057,0,5,0.961905
1359,0,3,0.961905
766,1,5,0.961905
1774,2,5,0.961905
1687,3,0,0.961905
810,0,3,0.961905
2629,4,1,0.961905
352,1,6,0.961905
766,4,5,0.961905
766,4,6,0.961905
2950,0,3,0.961905
2946,1,1,0.961905
1203,2,0,0.961905
14,4,6,0.961905
2011,2,4,0.961938
2011,0,2,0.961938
2223,1,1,0.961938
2013,2,4,0.961938
2557,3,1,0.961988
1243,2,1,0.961988
1174,1,5,0.961988
1719,0,3,0.961988
641,1,4,0.961988
641,4,6,0.961988
299,3,4,0.961988
1239,0,0,0.961988
2577,3,0,0.961988
1723,3,1,0.961988
1124,0,2,0.961988
1723,0,3,0.961988
1239,1,2,0.961988
2351,0,6,0.962025
2973,4,4,0.962025
2345,0,6,0.962025
133,1,5,0.962025
349,3,4,0.962025
594,0,5,0.962025
2945,1,1,0.962025
2878,0,6,0.962025
344,3,2,0.962025
2204,4,1,0.962069
1449,2,3,0.962069
2232,2,2,0.962069
2699,2,2,0.962069
2234,1,5,0.962069
1011,2,2,0.962099
1150,4,2,0.962099
1893,2,0,0.962099
1235,1,0,0.962099
441,1,4,0.962099
1670,2,5,0.962099
1235,2,0,0.962099
1011,0,1,0.962099
1294,4,6,0.962099
320,0,4,0.962145
2454,0,3,0.962145
2454,4,6,0.962145
2397,2,5,0.962145
2339,0,5,0.962145
2402,0,3,0.962145
246,1,1,0.962145
268,1,6,0.962145
780,2,4,0.962145
2885,4,5,0.962145
1914,2,0,0.962145
772,4,6,0.962145
235,1,1,0.962145
816,2,1,0.962145
816,1,1,0.962145
1073,0,6,0.962145
792,3,4,0.962145
782,0,3,0.962145
782,2,4,0.962145
776,0,6,0.962145
2436,0,5,0.962145
1208,2,0,0.962145
325,2,2,0.962145
8,4,3,0.962162
8,2,2,0.962162
2991,0,4,0.962162
2972,4,4,0.962185
2009,0,2,0.962199
173,4,2,0.962199
2014,0,4,0.962199
2184,0,0,0.962199
1463,2,5,0.962199
2202,2,5,0.962199
2701,3,2,0.962199
1127,0,2,0.962209
1152,2,2,0.962209
2574,4,1,0.962209
1236,2,0,0.962209
1293,2,5,0.962209
1720,3,1,0.962209
1561,1,1,0.962209
1258,4,0,0.962209
1172,1,3,0.962209
1173,1,3,0.962209
1238,0,0,0.962209
2409,4,2,0.962264
2346,4,6,0.962264
2078,0,4,0.962264
731,3,5,0.962264
2343,4,2,0.962264
2342,4,6,0.962264
2931,3,5,0.962264
2512,4,6,0.962264
1501,3,4,0.962264
1350,3,6,0.962264
2883,4,5,0.962264
2879,3,4,0.962264
2872,1,0,0.962264
1165,4,2,0.962319
1171,4,6,0.962319
1324,1,3,0.962319
290,1,3,0.962319
1328,1,3,0.962319
2571,1,3,0.962319
2036,2,5,0.962329
1967,3,3,0.962329
37,2,0,0.962329
2269,1,6,0.962329
1460,2,5,0.962329
2085,0,5,0.962382
2429,0,5,0.962382
2942,3,5,0.962382
588,1,4,0.962382
1072,2,1,0.962382
2429,0,1,0.962382
917,3,6,0.962382
1072,2,6,0.962382
2065,0,5,0.962382
2089,3,1,0.962382
781,1,5,0.962382
914,1,3,0.962382
217,3,2,0.962382
1779,4,3,0.962382
2429,4,6,0.962382
1773,2,5,0.962382
2059,0,5,0.962382
727,1,2,0.962382
1074,2,6,0.962382
2084,0,5,0.962382
44,0,2,0.962382
2124,2,1,0.962382
914,3,4,0.962382
2065,2,2,0.962382
319,3,4,0.962382
1267,3,5,0.962428
462,4,0,0.962428
461,4,0,0.962428
289,3,4,0.962428
289,1,0,0.962428
448,3,3,0.962428
1649,4,0,0.962428
1564,4,2,0.962428
1564,2,4,0.962428
2203,0,3,0.962457
2696,3,2,0.962457
2000,4,0,0.962457
2002,4,0,0.962457
2000,1,6,0.962457
2805,0,1,0.962457
2271,0,5,0.962457
2912,0,3,0.962457
1461,3,1,0.962457
1461,2,3,0.962457
2037,0,6,0.962457
316,1,6,0.9625
2434,2,3,0.9625
2420,2,4,0.9625
2417,4,2,0.9625
102,0,3,0.9625
1071,0,6,0.9625
1069,0,6,0.9625
2080,2,4,0.9625
2064,0,5,0.9625
225,4,2,0.9625
224,3,2,0.9625
1705,1,0,0.9625
728,3,5,0.9625
2522,4,3,0.9625
569,0,6,0.9625
2434,4,6,0.9625
1067,2,1,0.9625
1214,0,0,0.9625
225,3,2,0.9625
2341,4,2,0.9625
457,3,3,0.962536
1289,3,5,0.962536
2964,0,3,0.962547
2015,2,4,0.962585
2032,2,6,0.962585
2274,0,5,0.962585
1973,3,2,0.962585
2288,0,1,0.962585
1996,4,0,0.962585
2695,3,2,0.962585
1999,0,2,0.962585
318,1,1,0.962617
2941,3,5,0.962617
15,2,6,0.962617
2421,1,4,0.962617
101,4,5,0.962617
964,3,3,0.962617
237,0,6,0.962617
1349,0,3,0.962617
318,0,4,0.962617
2525,4,6,0.962617
2070,1,5,0.962617
354,3,3,0.962617
